index,instance_name,seed,c,w,n,wmin,wmax,lb,gurobi_n_bins,gurobi_bin_for_item,gurobi_runtime,bin_filling,AL_QA_min_eigenvalue,AL_QA_eigenval_prob,AL_QA_yi,AL_QA_xij,AL_QA_runtime,AL_QA_assignment,AL_QA_real_weights_sum,AL_QA_placed_weights_sum,AL_QA_used_items,AL_QA_feasible,AL_QA_reason,AL_QA_penalties_dict_delta,AL_QA_penalties_dict_theta,AL_QA_penalties_dict_lmbd,AL_QA_penalties_dict_rho,AL_QA_penalties_dict_gamma,AL_QA_runtime_metrics_qpu_sampling_time,AL_QA_runtime_metrics_qpu_anneal_time_per_sample,AL_QA_runtime_metrics_qpu_readout_time_per_sample,AL_QA_runtime_metrics_qpu_access_time,AL_QA_runtime_metrics_qpu_access_overhead_time,AL_QA_runtime_metrics_qpu_programming_time,AL_QA_runtime_metrics_qpu_delay_time_per_sample,AL_QA_runtime_metrics_total_post_processing_time,AL_QA_runtime_metrics_post_processing_overhead_time,AL_QA_cbf,AL_QA_logiqu,AL_QA_physiqu,AL_QA_qubo_time,AL_QA_chain_strength_sample,AL_QA_chain_strength_method
10,bpp_5_10,42,10,"[8, 5, 4, 7, 9]",5,4,9,4,4.000000,"[1, 0, 0, 4, 3]",1119.415000,"{1: 8, 0: 9, 4: 7, 3: 9}",0.044700,0.001325,"['2', '1', '3', '4']","['2', '1', '3', '4']",82980.000000,"[('1', 7), ('2', 9), ('3', 8), ('4', 9)]",33,33,"[3, 1, 2, 0, 4]",True,[],0.150000,2,0.138900,0.027800,1,82980.000000,20.000000,42.440000,98738.370000,5079.630000,15758.370000,20.540000,2361.000000,2361.000000,0.000000,30,68,635.623932,3.753086,uniform_torque_compensation
11,bpp_6_10,42,10,"[8, 8, 8, 8, 7, 4]",6,4,8,5,6.000000,"[5, 2, 0, 4, 1, 3]",990.152000,"{5: 8, 2: 8, 0: 8, 4: 8, 1: 7, 3: 4}",0.234500,0.003052,"['3', '5', '0', '4', '2', '1']","['3', '5', '0', '4', '2', '1']",166620.000000,"[('0', 8), ('1', 4), ('2', 8), ('3', 8), ('4', 8), ('5', 7)]",43,43,"[1, 5, 3, 0, 2, 4]",True,[],0.150000,2,0.138900,0.027800,1,166620.000000,20.000000,126.080000,182380.770000,1849.230000,15760.770000,20.540000,984.000000,984.000000,0.000000,42,130,986.814499,4.320747,uniform_torque_compensation
12,bpp_7_10,42,10,"[9, 6, 7, 6, 5, 9, 8]",7,5,9,5,7.000000,"[0, 2, 6, 4, 3, 5, 1]",742.177000,"{0: 9, 2: 6, 6: 7, 4: 6, 3: 5, 5: 9, 1: 8}",0.490000,0.001000,"['3', '6', '5', '0', '4', '2', '1']","['3', '6', '5', '0', '4', '2', '1']",132500.000000,"[('0', 6), ('1', 9), ('2', 8), ('3', 7), ('4', 9), ('5', 6), ('6', 5)]",50,50,"[3, 0, 6, 2, 5, 1, 4]",True,[],0.150000,2,0.100000,0.020000,1,132500.000000,20.000000,91.960000,148258.770000,5024.230000,15758.770000,20.540000,1769.000000,1769.000000,0.000000,56,239,2807.378769,4.088080,uniform_torque_compensation
13,bpp_8_10,42,10,"[7, 6, 8, 7, 6, 6, 5, 4]",8,4,8,5,7.000000,"[6, 0, 4, 3, 1, 5, 7, 0]",4958.890000,"{6: 7, 0: 10, 4: 8, 3: 7, 1: 6, 5: 6, 7: 5}",0.106900,0.001000,"['3', '6', '7', '5', '4', '2', '1']","['3', '6', '7', '5', '4', '2', '1']",104220.000000,"[('1', 6), ('2', 9), ('3', 7), ('4', 7), ('5', 6), ('6', 8), ('7', 6)]",49,49,"[4, 6, 7, 0, 3, 5, 2, 1]",True,[],0.150000,2,0.138900,0.027800,1,104220.000000,20.000000,63.680000,119980.770000,5293.230000,15760.770000,20.540000,3676.000000,3676.000000,0.013889,72,411,2002.477646,4.517811,uniform_torque_compensation
14,bpp_9_10,42,10,"[7, 9, 4, 9, 8, 5, 7, 4, 8]",9,4,9,7,8.000000,"[2, 7, 6, 1, 5, 8, 0, 8, 3]",1914.370000,"{2: 7, 7: 9, 6: 4, 1: 9, 5: 8, 8: 9, 0: 7, 3: 8}",0.367900,0.001000,"['3', '6', '7', '5', '0', '4', '8', '1']","['3', '6', '7', '5', '0', '4', '8', '1']",179340.000000,"[('0', 9), ('1', 8), ('3', 7), ('4', 8), ('5', 9), ('6', 4), ('7', 7), ('8', 9)]",61,61,"[5, 7, 8, 6, 4, 1, 2, 0, 3]",True,[],0.150000,2,0.138900,0.027800,1,179340.000000,20.000000,138.800000,195101.570000,3170.430000,15761.570000,20.540000,4008.000000,4008.000000,0.000000,90,522,5433.559418,5.133318,uniform_torque_compensation
15,bpp_10_10,42,10,"[8, 6, 4, 9, 6, 9, 8, 8, 8, 5]",10,4,9,8,9.000000,"[9, 2, 1, 7, 0, 5, 6, 3, 4, 1]",2476.569000,"{9: 8, 2: 6, 1: 9, 7: 9, 0: 6, 5: 9, 6: 8, 3: 8, 4: 8}",2.479700,0.001000,"['3', '6', '7', '5', '4', '2', '1', '9']","['3', '6', '7', '5', '4', '2', '1', '9']",202300.000000,"[('1', 8), ('2', 8), ('3', 15), ('4', 13), ('5', 8), ('6', 8), ('7', 5), ('9', 6)]",71,71,"[8, 6, 3, 4, 2, 5, 7, 0, 9, 1]",False,['Some bins are overfilled; '],0.150000,2,0.138900,0.027800,1,202300.000000,20.000000,161.760000,218061.170000,3172.830000,15761.170000,20.540000,5212.000000,5212.000000,0.000000,110,911,9443.521500,5.554563,uniform_torque_compensation
16,bpp_3_10,123,10,"[4, 8, 7]",3,4,8,2,3.000000,"[2, 0, 1]",481.710000,"{2: 4, 0: 8, 1: 7}",0.284300,0.075000,"['0', '2', '1']","['0', '2', '1']",114900.000000,"[('0', 7), ('1', 4), ('2', 8)]",19,19,"[2, 0, 1]",True,[],0.150000,2,0.138900,0.027800,1,114900.000000,20.000000,74.360000,130658.370000,745.630000,15758.370000,20.540000,2012.000000,2012.000000,0.000000,12,15,372.409821,2.820148,uniform_torque_compensation
17,bpp_4_10,123,10,"[4, 9, 5, 5]",4,4,9,3,3.000000,"[2, 0, 2, 3]",848.860000,"{2: 9, 0: 9, 3: 5}",0.228300,0.009217,"['0', '1', '3']","['0', '1', '3']",105060.000000,"[('0', 9), ('1', 5), ('3', 9)]",23,23,"[1, 3, 0, 2]",True,[],0.150000,2,0.138900,0.027800,1,105060.000000,20.000000,64.520000,120818.770000,1082.230000,15758.770000,20.540000,736.000000,736.000000,0.000000,20,33,402.688980,3.097520,uniform_torque_compensation
18,bpp_5_10,123,10,"[5, 6, 5, 6, 8]",5,5,8,3,4.000000,"[0, 4, 0, 3, 2]",1049.600000,"{0: 10, 4: 6, 3: 6, 2: 8}",0.320000,0.021767,"['0', '2', '1', '4']","['0', '2', '1', '4']",133560.000000,"[('0', 6), ('1', 6), ('2', 10), ('4', 8)]",30,30,"[3, 1, 0, 2, 4]",True,[],0.150000,2,0.100000,0.020000,1,133560.000000,20.000000,93.020000,149319.570000,5234.430000,15759.570000,20.540000,2517.000000,2517.000000,0.000000,30,73,1174.449921,3.162369,uniform_torque_compensation
19,bpp_6_10,123,10,"[6, 9, 6, 5, 8, 8]",6,5,9,5,6.000000,"[5, 2, 0, 4, 1, 3]",714.894000,"{5: 6, 2: 9, 0: 6, 4: 5, 1: 8, 3: 8}",0.420000,0.004098,"['3', '5', '0', '4', '2', '1']","['3', '5', '0', '4', '2', '1']",133200.000000,"[('0', 6), ('1', 8), ('2', 5), ('3', 9), ('4', 6), ('5', 8)]",42,42,"[2, 5, 3, 1, 0, 4]",True,[],0.150000,2,0.100000,0.020000,1,133200.000000,20.000000,92.660000,148959.170000,2440.830000,15759.170000,20.540000,1515.000000,1515.000000,0.000000,42,139,999.689102,3.727194,uniform_torque_compensation
20,bpp_7_10,123,10,"[9, 9, 4, 7, 5, 5, 5]",7,4,9,5,5.000000,"[4, 2, 1, 3, 5, 5, 1]",1036.244000,"{4: 9, 2: 9, 1: 9, 3: 7, 5: 10}",0.250200,0.001000,"['6', '3', '5', '0', '4']","['6', '3', '5', '0', '4']",138260.000000,"[('0', 7), ('3', 9), ('4', 10), ('5', 9), ('6', 9)]",44,44,"[3, 1, 4, 5, 0, 2, 6]",True,[],0.150000,2,0.138900,0.027800,1,138260.000000,20.000000,97.720000,154018.370000,6696.630000,15758.370000,20.540000,2646.000000,2646.000000,0.000000,56,249,1452.207565,4.325762,uniform_torque_compensation
21,bpp_8_10,123,10,"[8, 8, 5, 6, 8, 4, 7, 6]",8,4,8,6,7.000000,"[6, 0, 4, 3, 1, 5, 7, 5]",1159.492000,"{6: 8, 0: 8, 4: 5, 3: 6, 1: 8, 5: 10, 7: 7}",0.273400,0.001000,"['3', '6', '7', '5', '0', '4', '1']","['3', '6', '7', '5', '0', '4', '1']",191100.000000,"[('0', 8), ('1', 5), ('3', 6), ('4', 10), ('5', 8), ('6', 7), ('7', 8)]",52,52,"[4, 2, 3, 5, 7, 1, 6, 0]",True,[],0.150000,2,0.138900,0.027800,1,191100.000000,20.000000,150.560000,206865.970000,2421.030000,15765.970000,20.540000,2450.000000,2450.000000,0.000000,72,360,4309.892654,4.680473,uniform_torque_compensation
22,bpp_9_10,123,10,"[9, 8, 5, 9, 8, 5, 7, 8, 5]",9,5,9,7,8.000000,"[2, 7, 6, 1, 5, 8, 0, 3, 8]",2073.268000,"{2: 9, 7: 8, 6: 5, 1: 9, 5: 8, 8: 10, 0: 7, 3: 8}",0.560000,0.001000,"['3', '6', '7', '0', '4', '8', '2', '1']","['3', '6', '7', '0', '4', '8', '2', '1']",212400.000000,"[('0', 8), ('1', 8), ('2', 9), ('3', 5), ('4', 7), ('6', 8), ('7', 10), ('8', 9)]",64,64,"[4, 7, 0, 5, 6, 1, 2, 8, 3]",True,[],0.150000,2,0.100000,0.020000,1,212400.000000,20.000000,171.860000,228160.770000,4604.230000,15760.770000,20.540000,2269.000000,2269.000000,0.000000,90,545,3081.083298,4.667588,uniform_torque_compensation
23,bpp_10_10,123,10,"[5, 4, 4, 6, 4, 7, 6, 5, 6, 4]",10,4,7,6,6.000000,"[0, 4, 2, 4, 6, 9, 6, 0, 2, 7]",2946.183000,"{0: 10, 4: 10, 2: 10, 6: 10, 9: 7, 7: 4}",0.813700,0.001000,"['3', '7', '5', '0', '8', '2', '1', '9']","['3', '7', '5', '0', '8', '2', '1', '9']",224720.000000,"[('0', 10), ('1', 7), ('2', 8), ('3', 4), ('5', 6), ('7', 6), ('8', 5), ('9', 5)]",51,51,"[2, 3, 5, 1, 4, 9, 6, 8, 7, 0]",True,[],0.150000,2,0.138900,0.027800,1,224720.000000,20.000000,184.180000,240480.370000,5784.630000,15760.370000,20.540000,3188.000000,3188.000000,0.027273,110,797,4639.863968,4.696409,uniform_torque_compensation
24,bpp_3_10,90,10,"[7, 6, 4]",3,4,7,2,2.000000,"[1, 0, 0]",442.352000,"{1: 7, 0: 10}",0.133500,0.051282,"['2', '1']","['2', '1']",128980.000000,"[('1', 7), ('2', 10)]",17,17,"[0, 1, 2]",True,[],0.150000,2,0.138900,0.027800,1,128980.000000,20.000000,88.440000,144740.370000,782.630000,15760.370000,20.540000,2946.000000,2946.000000,0.000000,12,15,328.302383,2.630954,uniform_torque_compensation
25,bpp_4_10,90,10,"[8, 5, 7, 5]",4,5,8,3,3.000000,"[2, 0, 1, 0]",773.081000,"{2: 8, 0: 10, 1: 7}",0.210000,0.025641,"['0', '2', '1']","['0', '2', '1']",192140.000000,"[('0', 7), ('1', 10), ('2', 8)]",25,25,"[2, 1, 3, 0]",True,[],0.150000,2,0.100000,0.020000,1,192140.000000,20.000000,151.600000,207899.170000,1431.830000,15759.170000,20.540000,1302.000000,1302.000000,0.000000,20,32,663.280487,2.838036,uniform_torque_compensation
26,bpp_5_10,90,10,"[6, 7, 8, 7, 4]",5,4,8,4,4.000000,"[0, 3, 4, 2, 0]",1031.274000,"{0: 10, 3: 7, 4: 8, 2: 7}",0.100400,0.002577,"['0', '2', '3', '4']","['0', '2', '3', '4']",84120.000000,"[('0', 10), ('2', 7), ('3', 8), ('4', 7)]",32,32,"[0, 4, 3, 2, 1]",True,[],0.150000,2,0.138900,0.027800,1,84120.000000,20.000000,43.580000,99880.370000,4614.630000,15760.370000,20.540000,1751.000000,1751.000000,0.000000,30,72,620.603561,3.658755,uniform_torque_compensation
27,bpp_6_10,90,10,"[6, 8, 8, 9, 9, 6]",6,6,9,5,6.000000,"[5, 2, 0, 4, 1, 3]",736.046000,"{5: 6, 2: 8, 0: 8, 4: 9, 1: 9, 3: 6}",0.477200,0.001016,"['3', '5', '0', '4', '2', '1']","['3', '5', '0', '4', '2', '1']",163680.000000,"[('0', 9), ('1', 8), ('2', 9), ('3', 6), ('4', 6), ('5', 8)]",46,46,"[3, 2, 4, 0, 5, 1]",True,[],0.150000,2,0.075800,0.015200,1,163680.000000,20.000000,123.140000,179439.970000,1781.030000,15759.970000,20.540000,4593.000000,4593.000000,0.000000,42,133,1882.791519,3.569820,uniform_torque_compensation
28,bpp_7_10,90,10,"[5, 4, 4, 4, 8, 9, 6]",7,4,9,4,5.000000,"[0, 2, 2, 4, 3, 5, 4]",942.418000,"{0: 5, 2: 8, 4: 10, 3: 8, 5: 9}",0.083800,0.001000,"['6', '3', '5', '4', '2']","['6', '3', '5', '4', '2']",134080.000000,"[('2', 9), ('3', 9), ('4', 8), ('5', 8), ('6', 6)]",40,40,"[0, 1, 5, 2, 3, 4, 6]",True,[],0.150000,2,0.138900,0.027800,1,134080.000000,20.000000,93.540000,149839.570000,4787.430000,15759.570000,20.540000,4014.000000,4014.000000,0.000000,56,241,5835.771561,4.126622,uniform_torque_compensation
29,bpp_8_10,90,10,"[7, 9, 7, 8, 8, 5, 5, 8]",8,5,9,6,7.000000,"[5, 3, 1, 6, 4, 0, 0, 7]",1232.246000,"{5: 7, 3: 9, 1: 7, 6: 8, 4: 8, 0: 10, 7: 8}",0.370000,0.001000,"['3', '6', '7', '0', '4', '2', '1']","['3', '6', '7', '0', '4', '2', '1']",101580.000000,"[('0', 7), ('1', 7), ('2', 8), ('3', 10), ('4', 9), ('6', 8), ('7', 8)]",57,57,"[2, 0, 3, 5, 6, 1, 4, 7]",True,[],0.150000,2,0.100000,0.020000,1,101580.000000,20.000000,61.040000,117341.570000,3353.430000,15761.570000,20.540000,3012.000000,3012.000000,0.000000,72,353,1982.927322,4.379952,uniform_torque_compensation
30,bpp_9_10,90,10,"[8, 5, 4, 9, 9, 5, 4, 4, 5]",9,4,9,6,6.000000,"[5, 2, 7, 8, 4, 3, 7, 2, 3]",2159.393000,"{5: 8, 2: 9, 7: 8, 8: 9, 4: 9, 3: 10}",1.035900,0.001000,"['3', '6', '7', '5', '4', '8', '2', '1']","['3', '6', '7', '5', '4', '8', '2', '1']",135320.000000,"[('1', 5), ('2', 8), ('3', 9), ('4', 4), ('5', 5), ('6', 4), ('7', 9), ('8', 9)]",53,53,"[5, 0, 4, 6, 1, 7, 3, 2, 8]",True,[],0.150000,2,0.138900,0.027800,1,135320.000000,20.000000,94.780000,151081.170000,3146.830000,15761.170000,20.540000,3777.000000,3777.000000,0.000000,90,557,2758.026123,4.767380,uniform_torque_compensation
31,bpp_10_10,90,10,"[8, 6, 8, 7, 7, 9, 8, 6, 8, 9]",10,6,9,8,10.000000,"[9, 2, 1, 7, 0, 5, 6, 3, 4, 8]",1572.519000,"{9: 8, 2: 6, 1: 8, 7: 7, 0: 7, 5: 9, 6: 8, 3: 6, 4: 8, 8: 9}",1.261600,0.001000,"['3', '6', '7', '5', '0', '4', '8', '2', '1']","['3', '6', '7', '5', '0', '4', '8', '2', '1']",204720.000000,"[('0', 8), ('1', 14), ('2', 7), ('3', 7), ('4', 8), ('5', 9), ('6', 9), ('7', 6), ('8', 8)]",76,76,"[6, 0, 7, 3, 4, 8, 9, 5, 1, 2]",False,['Some bins are overfilled; '],0.150000,2,0.075800,0.015200,1,204720.000000,20.000000,164.180000,220483.170000,6521.830000,15763.170000,20.540000,6139.000000,6139.000000,0.018182,110,844,6834.983826,4.702430,uniform_torque_compensation
32,bpp_3_10,510,10,"[5, 7, 6]",3,5,7,2,3.000000,"[2, 0, 1]",460.300000,"{2: 5, 0: 7, 1: 6}",0.250000,0.081081,"['0', '2', '1']","['0', '2', '1']",121860.000000,"[('0', 5), ('1', 7), ('2', 6)]",18,18,"[0, 1, 2]",True,[],0.150000,2,0.100000,0.020000,1,121860.000000,20.000000,81.320000,137618.770000,531.230000,15758.770000,20.540000,1102.000000,1102.000000,0.000000,12,16,216.245651,2.361084,uniform_torque_compensation
33,bpp_4_10,510,10,"[6, 8, 5, 4]",4,4,8,3,3.000000,"[0, 1, 2, 0]",609.861000,"{0: 10, 1: 8, 2: 5}",0.061500,0.003663,"['0', '1', '3']","['0', '1', '3']",138100.000000,"[('0', 9), ('1', 6), ('3', 8)]",23,23,"[2, 3, 0, 1]",True,[],0.150000,2,0.138900,0.027800,1,138100.000000,20.000000,97.560000,153858.370000,4212.630000,15758.370000,20.540000,455.000000,455.000000,0.000000,20,37,617.504120,3.083345,uniform_torque_compensation
34,bpp_5_10,510,10,"[6, 9, 4, 8, 4]",5,4,9,4,4.000000,"[0, 3, 4, 2, 0]",861.608000,"{0: 10, 3: 9, 4: 4, 2: 8}",0.044900,0.005155,"['0', '2', '1', '3']","['0', '2', '1', '3']",200020.000000,"[('0', 8), ('1', 6), ('2', 8), ('3', 9)]",31,31,"[2, 4, 0, 3, 1]",True,[],0.150000,2,0.138900,0.027800,1,200020.000000,20.000000,159.480000,215777.970000,6898.030000,15757.970000,20.540000,1344.000000,1344.000000,0.000000,30,67,640.630722,3.629058,uniform_torque_compensation
35,bpp_6_10,510,10,"[4, 5, 8, 9, 8, 6]",6,4,9,4,5.000000,"[5, 2, 0, 4, 1, 5]",1336.089000,"{5: 10, 2: 5, 0: 8, 4: 9, 1: 8}",0.083800,0.002024,"['5', '0', '4', '2', '1']","['5', '0', '4', '2', '1']",125120.000000,"[('0', 9), ('1', 9), ('2', 8), ('4', 6), ('5', 8)]",40,40,"[3, 0, 1, 4, 5, 2]",True,[],0.150000,2,0.138900,0.027800,1,125120.000000,20.000000,84.580000,140881.970000,6177.030000,15761.970000,20.540000,2517.000000,2517.000000,0.000000,42,127,1790.285110,4.136123,uniform_torque_compensation
36,bpp_7_10,510,10,"[8, 6, 8, 4, 9, 9, 8]",7,4,9,6,6.000000,"[5, 0, 6, 0, 1, 3, 4]",1114.216000,"{5: 8, 0: 10, 6: 8, 1: 9, 3: 9, 4: 8}",0.178000,0.001001,"['3', '6', '5', '0', '4', '2']","['3', '6', '5', '0', '4', '2']",107420.000000,"[('0', 10), ('2', 9), ('3', 9), ('4', 8), ('5', 8), ('6', 8)]",52,52,"[1, 3, 5, 4, 0, 6, 2]",True,[],0.150000,2,0.138900,0.027800,1,107420.000000,20.000000,66.880000,123178.370000,1440.630000,15758.370000,20.540000,4460.000000,4460.000000,0.000000,56,231,1389.026642,4.806308,uniform_torque_compensation
37,bpp_8_10,510,10,"[8, 9, 7, 8, 4, 4, 8, 5]",8,4,9,6,7.000000,"[6, 0, 4, 3, 1, 5, 7, 1]",1134.343000,"{6: 8, 0: 9, 4: 7, 3: 8, 1: 9, 5: 4, 7: 8}",0.106500,0.001000,"['3', '6', '7', '5', '0', '4', '1']","['3', '6', '7', '5', '0', '4', '1']",143140.000000,"[('0', 8), ('1', 8), ('3', 5), ('4', 8), ('5', 7), ('6', 8), ('7', 9)]",53,53,"[3, 0, 7, 4, 5, 2, 6, 1]",True,[],0.150000,2,0.138900,0.027800,1,143140.000000,20.000000,102.600000,158900.370000,1762.630000,15760.370000,20.540000,3346.000000,3346.000000,0.000000,72,382,2076.625824,4.770485,uniform_torque_compensation
