index,instance_name,seed,c,w,n,wmin,wmax,lb,gurobi_n_bins,gurobi_bin_for_item,gurobi_runtime,bin_filling,AL_QA_min_eigenvalue,AL_QA_eigenval_prob,AL_QA_yi,AL_QA_xij,AL_QA_runtime,AL_QA_assignment,AL_QA_real_weights_sum,AL_QA_placed_weights_sum,AL_QA_used_items,AL_QA_feasible,AL_QA_reason,AL_QA_penalties_dict_delta,AL_QA_penalties_dict_theta,AL_QA_penalties_dict_lmbd,AL_QA_penalties_dict_rho,AL_QA_penalties_dict_gamma,AL_QA_runtime_metrics_qpu_sampling_time,AL_QA_runtime_metrics_qpu_anneal_time_per_sample,AL_QA_runtime_metrics_qpu_readout_time_per_sample,AL_QA_runtime_metrics_qpu_access_time,AL_QA_runtime_metrics_qpu_access_overhead_time,AL_QA_runtime_metrics_qpu_programming_time,AL_QA_runtime_metrics_qpu_delay_time_per_sample,AL_QA_runtime_metrics_total_post_processing_time,AL_QA_runtime_metrics_post_processing_overhead_time,AL_QA_cbf,AL_QA_logiqu,AL_QA_physiqu,AL_QA_qubo_time,AL_QA_chain_strength_sample,AL_QA_chain_strength_method
10,bpp_5_10,42,10,"[8, 5, 4, 7, 9]",5,4,9,4,4.000000,"[1, 0, 0, 4, 3]",723.734000,"{1: 8, 0: 9, 4: 7, 3: 9}",0.044700,0.002116,"['1', '2', '0', '3']","['1', '2', '0', '3']",123200.000000,"[('0', 8), ('1', 7), ('2', 9), ('3', 9)]",33,33,"[0, 3, 1, 2, 4]",True,[],0.150000,2,0.138900,0.027800,1,123200.000000,20.000000,82.660000,138959.170000,1757.830000,15759.170000,20.540000,2000.000000,2000.000000,0.000000,30,74,1283.884048,6,6
11,bpp_6_10,42,10,"[8, 8, 8, 8, 7, 4]",6,4,8,5,6.000000,"[5, 2, 0, 4, 1, 3]",555.624000,"{5: 8, 2: 8, 0: 8, 4: 8, 1: 7, 3: 4}",0.234500,0.001005,"['1', '5', '3', '2', '4', '0']","['1', '5', '3', '2', '4', '0']",95520.000000,"[('0', 8), ('1', 8), ('2', 8), ('3', 8), ('4', 4), ('5', 7)]",43,43,"[3, 1, 0, 2, 5, 4]",True,[],0.150000,2,0.138900,0.027800,1,95520.000000,20.000000,54.980000,111277.170000,2030.830000,15757.170000,20.540000,1706.000000,1706.000000,0.000000,42,138,1892.805099,6,6
12,bpp_7_10,42,10,"[9, 6, 7, 6, 5, 9, 8]",7,5,9,5,7.000000,"[0, 2, 6, 4, 3, 5, 1]",1123.206000,"{0: 9, 2: 6, 6: 7, 4: 6, 3: 5, 5: 9, 1: 8}",0.490000,0.001000,"['1', '5', '3', '6', '2', '4', '0']","['1', '5', '3', '6', '2', '4', '0']",134560.000000,"[('0', 5), ('1', 7), ('2', 6), ('3', 8), ('4', 9), ('5', 6), ('6', 9)]",50,50,"[4, 2, 3, 6, 5, 1, 0]",True,[],0.150000,2,0.100000,0.020000,1,134560.000000,20.000000,94.020000,150317.570000,2075.430000,15757.570000,20.540000,1094.000000,1094.000000,0.000000,56,211,1537.799835,6,6
13,bpp_8_10,42,10,"[7, 6, 8, 7, 6, 6, 5, 4]",8,4,8,5,7.000000,"[6, 0, 4, 3, 1, 5, 7, 0]",5233.203000,"{6: 7, 0: 10, 4: 8, 3: 7, 1: 6, 5: 6, 7: 5}",0.456300,0.001000,"['1', '5', '6', '2', '4', '0']","['1', '5', '6', '2', '4', '0']",171580.000000,"[('0', 7), ('1', 8), ('2', 11), ('4', 10), ('5', 6), ('6', 7)]",49,49,"[3, 2, 1, 6, 5, 7, 4, 0]",False,['Some bins are overfilled; '],0.150000,2,0.138900,0.027800,1,171580.000000,20.000000,131.040000,187339.970000,2320.030000,15759.970000,20.540000,2243.000000,2243.000000,0.000000,72,374,4675.388336,6,6
14,bpp_9_10,42,10,"[7, 9, 4, 9, 8, 5, 7, 4, 8]",9,4,9,7,8.000000,"[2, 7, 6, 1, 5, 8, 0, 8, 3]",1334.268000,"{2: 7, 7: 9, 6: 4, 1: 9, 5: 8, 8: 9, 0: 7, 3: 8}",0.828500,0.001000,"['1', '5', '6', '4', '7', '8', '0']","['1', '5', '6', '4', '7', '8', '0']",211540.000000,"[('0', 7), ('1', 8), ('4', 7), ('5', 9), ('6', 13), ('7', 9), ('8', 8)]",61,61,"[6, 8, 0, 2, 5, 1, 7, 3, 4]",False,['Some bins are overfilled; '],0.150000,2,0.138900,0.027800,1,211540.000000,20.000000,171.000000,227297.970000,1569.030000,15757.970000,20.540000,2164.000000,2164.000000,0.000000,90,607,5740.880966,6,6
15,bpp_10_10,42,10,"[8, 6, 4, 9, 6, 9, 8, 8, 8, 5]",10,4,9,8,9.000000,"[9, 2, 1, 7, 0, 5, 6, 3, 4, 1]",3509.721000,"{9: 8, 2: 6, 1: 9, 7: 9, 0: 6, 5: 9, 6: 8, 3: 8, 4: 8}",0.922900,0.001000,"['1', '5', '3', '9', '6', '2', '4', '7']","['1', '5', '3', '9', '6', '2', '4', '7']",216520.000000,"[('1', 9), ('2', 8), ('3', 9), ('4', 11), ('5', 8), ('6', 12), ('7', 8), ('9', 6)]",71,71,"[3, 7, 5, 4, 9, 0, 2, 6, 8, 1]",False,['Some bins are overfilled; '],0.150000,2,0.138900,0.027800,1,216520.000000,20.000000,175.980000,232277.170000,4205.830000,15757.170000,20.540000,3274.000000,3274.000000,0.000000,110,763,7922.887802,6,6
16,bpp_3_10,123,10,"[4, 8, 7]",3,4,8,2,3.000000,"[2, 0, 1]",425.869000,"{2: 4, 0: 8, 1: 7}",0.284300,0.022222,"['1', '2', '0']","['1', '2', '0']",144980.000000,"[('0', 7), ('1', 4), ('2', 8)]",19,19,"[2, 0, 1]",True,[],0.150000,2,0.138900,0.027800,1,144980.000000,20.000000,104.440000,160738.370000,790.630000,15758.370000,20.540000,369.000000,369.000000,0.000000,12,15,237.941742,6,6
17,bpp_4_10,123,10,"[4, 9, 5, 5]",4,4,9,3,3.000000,"[2, 0, 2, 3]",482.174000,"{2: 9, 0: 9, 3: 5}",0.228300,0.003241,"['1', '0', '3']","['1', '0', '3']",154200.000000,"[('0', 9), ('1', 5), ('3', 9)]",23,23,"[1, 2, 0, 3]",True,[],0.150000,2,0.138900,0.027800,1,154200.000000,20.000000,113.660000,169958.370000,1304.630000,15758.370000,20.540000,1577.000000,1577.000000,0.000000,20,36,725.030899,6,6
18,bpp_5_10,123,10,"[5, 6, 5, 6, 8]",5,5,8,3,4.000000,"[0, 4, 0, 3, 2]",591.214000,"{0: 10, 4: 6, 3: 6, 2: 8}",0.320000,0.007202,"['1', '2', '3', '4']","['1', '2', '3', '4']",154240.000000,"[('1', 6), ('2', 10), ('3', 6), ('4', 8)]",30,30,"[3, 0, 2, 1, 4]",True,[],0.150000,2,0.100000,0.020000,1,154240.000000,20.000000,113.700000,169998.370000,2468.630000,15758.370000,20.540000,1273.000000,1273.000000,0.000000,30,73,1156.568527,6,6
19,bpp_6_10,123,10,"[6, 9, 6, 5, 8, 8]",6,5,9,5,6.000000,"[5, 2, 0, 4, 1, 3]",533.951000,"{5: 6, 2: 9, 0: 6, 4: 5, 1: 8, 3: 8}",0.420000,0.001000,"['1', '5', '3', '2', '4', '0']","['1', '5', '3', '2', '4', '0']",105120.000000,"[('0', 6), ('1', 5), ('2', 8), ('3', 6), ('4', 8), ('5', 9)]",42,42,"[0, 3, 4, 2, 5, 1]",True,[],0.150000,2,0.100000,0.020000,1,105120.000000,20.000000,64.580000,120878.770000,2607.230000,15758.770000,20.540000,877.000000,877.000000,0.000000,42,136,1356.363297,6,6
20,bpp_7_10,123,10,"[9, 9, 4, 7, 5, 5, 5]",7,4,9,5,5.000000,"[4, 2, 1, 3, 5, 5, 1]",1426.605000,"{4: 9, 2: 9, 1: 9, 3: 7, 5: 10}",0.250200,0.001000,"['1', '5', '6', '4', '0']","['1', '5', '6', '4', '0']",119800.000000,"[('0', 9), ('1', 9), ('4', 9), ('5', 10), ('6', 7)]",44,44,"[0, 1, 2, 4, 5, 6, 3]",True,[],0.150000,2,0.138900,0.027800,1,119800.000000,20.000000,79.260000,135558.770000,2367.230000,15758.770000,20.540000,2988.000000,2988.000000,0.000000,56,236,1530.170441,6,6
21,bpp_8_10,123,10,"[8, 8, 5, 6, 8, 4, 7, 6]",8,4,8,6,7.000000,"[6, 0, 4, 3, 1, 5, 7, 5]",1573.804000,"{6: 8, 0: 8, 4: 5, 3: 6, 1: 8, 5: 10, 7: 7}",0.956400,0.001000,"['3', '6', '2', '4', '7', '0']","['3', '6', '2', '4', '7', '0']",179600.000000,"[('0', 8), ('2', 7), ('3', 10), ('4', 8), ('6', 6), ('7', 13)]",52,52,"[4, 6, 3, 5, 0, 7, 1, 2]",False,['Some bins are overfilled; '],0.150000,2,0.138900,0.027800,1,179600.000000,20.000000,139.060000,195358.370000,2819.630000,15758.370000,20.540000,2979.000000,2979.000000,0.000000,72,354,2139.568329,6,6
22,bpp_9_10,123,10,"[9, 8, 5, 9, 8, 5, 7, 8, 5]",9,5,9,7,8.000000,"[2, 7, 6, 1, 5, 8, 0, 3, 8]",1274.279000,"{2: 9, 7: 8, 6: 5, 1: 9, 5: 8, 8: 10, 0: 7, 3: 8}",2.260000,0.001000,"['1', '5', '3', '2', '4', '0']","['1', '5', '3', '2', '4', '0']",159640.000000,"[('0', 9), ('1', 14), ('2', 8), ('3', 13), ('4', 7), ('5', 13)]",64,64,"[3, 0, 8, 7, 1, 5, 6, 2, 4]",False,['Some bins are overfilled; '],0.150000,2,0.100000,0.020000,1,159640.000000,20.000000,119.100000,175400.770000,2014.230000,15760.770000,20.540000,2334.000000,2334.000000,0.011111,90,540,7148.742676,6,6
23,bpp_10_10,123,10,"[5, 4, 4, 6, 4, 7, 6, 5, 6, 4]",10,4,7,6,6.000000,"[0, 4, 2, 4, 6, 9, 6, 0, 2, 7]",4273.780000,"{0: 10, 4: 10, 2: 10, 6: 10, 9: 7, 7: 4}",2.646300,0.001000,"['1', '5', '3', '9', '6', '2', '4', '0']","['1', '5', '3', '9', '6', '2', '4', '0']",168340.000000,"[('0', 6), ('1', 8), ('2', 10), ('3', 5), ('4', 6), ('5', 10), ('6', 5), ('9', 7)]",51,57,"[8, 1, 2, 3, 4, 7, 3, 6, 9, 0, 5]",False,"['real_weights_sum:51 != placed_weights_sum:57; ', 'Some items are used multiple times.']",0.150000,2,0.138900,0.027800,1,168340.000000,20.000000,127.800000,184097.570000,4620.430000,15757.570000,20.540000,6149.000000,6149.000000,0.009091,110,813,11279.106140,6,6
24,bpp_3_10,90,10,"[7, 6, 4]",3,4,7,2,2.000000,"[1, 0, 0]",583.082000,"{1: 7, 0: 10}",0.133500,0.013793,"['1', '2']","['1', '2']",159280.000000,"[('1', 7), ('2', 10)]",17,17,"[0, 1, 2]",True,[],0.150000,2,0.138900,0.027800,1,159280.000000,20.000000,118.740000,175038.770000,1180.230000,15758.770000,20.540000,571.000000,571.000000,0.000000,12,16,275.850296,6,6
25,bpp_4_10,90,10,"[8, 5, 7, 5]",4,5,8,3,3.000000,"[2, 0, 1, 0]",495.611000,"{2: 8, 0: 10, 1: 7}",0.210000,0.010490,"['1', '2', '3']","['1', '2', '3']",88520.000000,"[('1', 10), ('2', 7), ('3', 8)]",25,25,"[1, 3, 2, 0]",True,[],0.150000,2,0.100000,0.020000,1,88520.000000,20.000000,47.980000,104278.370000,1640.630000,15758.370000,20.540000,3446.000000,3446.000000,0.000000,20,34,407.695770,6,6
26,bpp_5_10,90,10,"[6, 7, 8, 7, 4]",5,4,8,4,4.000000,"[0, 3, 4, 2, 0]",590.854000,"{0: 10, 3: 7, 4: 8, 2: 7}",0.100400,0.002125,"['2', '0', '3', '4']","['2', '0', '3', '4']",117640.000000,"[('0', 10), ('2', 8), ('3', 7), ('4', 7)]",32,32,"[0, 4, 2, 1, 3]",True,[],0.150000,2,0.138900,0.027800,1,117640.000000,20.000000,77.100000,133399.170000,2256.830000,15759.170000,20.540000,2354.000000,2354.000000,0.000000,30,68,685.691833,6,6
27,bpp_6_10,90,10,"[6, 8, 8, 9, 9, 6]",6,6,9,5,6.000000,"[5, 2, 0, 4, 1, 3]",531.014000,"{5: 6, 2: 8, 0: 8, 4: 9, 1: 9, 3: 6}",0.477200,0.001004,"['1', '5', '3', '2', '4', '0']","['1', '5', '3', '2', '4', '0']",135160.000000,"[('0', 8), ('1', 6), ('2', 8), ('3', 6), ('4', 9), ('5', 9)]",46,46,"[1, 5, 2, 0, 3, 4]",True,[],0.150000,2,0.075800,0.015200,1,135160.000000,20.000000,94.620000,150919.170000,1388.830000,15759.170000,20.540000,2044.000000,2044.000000,0.000000,42,123,1075.267792,6,6
28,bpp_7_10,90,10,"[5, 4, 4, 4, 8, 9, 6]",7,4,9,4,5.000000,"[0, 2, 2, 4, 3, 5, 4]",1007.966000,"{0: 5, 2: 8, 4: 10, 3: 8, 5: 9}",0.083800,0.001000,"['5', '3', '6', '2', '0']","['5', '3', '6', '2', '0']",173080.000000,"[('0', 9), ('2', 6), ('3', 9), ('5', 8), ('6', 8)]",40,40,"[0, 3, 6, 5, 1, 2, 4]",True,[],0.150000,2,0.138900,0.027800,1,173080.000000,20.000000,132.540000,188837.970000,2034.030000,15757.970000,20.540000,1315.000000,1315.000000,0.000000,56,201,1572.608948,6,6
29,bpp_8_10,90,10,"[7, 9, 7, 8, 8, 5, 5, 8]",8,5,9,6,7.000000,"[5, 3, 1, 6, 4, 0, 0, 7]",1929.335000,"{5: 7, 3: 9, 1: 7, 6: 8, 4: 8, 0: 10, 7: 8}",0.970000,0.001000,"['1', '5', '3', '6', '2', '4', '7']","['1', '5', '3', '6', '2', '4', '7']",211020.000000,"[('1', 8), ('2', 7), ('3', 13), ('4', 9), ('5', 8), ('6', 5), ('7', 7)]",57,57,"[4, 0, 6, 7, 1, 3, 5, 2]",False,['Some bins are overfilled; '],0.150000,2,0.100000,0.020000,1,211020.000000,20.000000,170.480000,226779.570000,2438.430000,15759.570000,20.540000,2548.000000,2548.000000,0.000000,72,381,3858.089447,6,6
30,bpp_9_10,90,10,"[8, 5, 4, 9, 9, 5, 4, 4, 5]",9,4,9,6,6.000000,"[5, 2, 7, 8, 4, 3, 7, 2, 3]",1458.763000,"{5: 8, 2: 9, 7: 8, 8: 9, 4: 9, 3: 10}",0.813500,0.001000,"['1', '5', '3', '6', '2', '4', '7', '0']","['1', '5', '3', '6', '2', '4', '7', '0']",151680.000000,"[('0', 5), ('1', 8), ('2', 5), ('3', 5), ('4', 8), ('5', 9), ('6', 4), ('7', 9)]",53,53,"[8, 2, 6, 1, 5, 0, 4, 7, 3]",True,[],0.150000,2,0.138900,0.027800,1,151680.000000,20.000000,111.140000,167437.570000,2577.430000,15757.570000,20.540000,2802.000000,2802.000000,0.011111,90,578,3803.730011,6,6
31,bpp_10_10,90,10,"[8, 6, 8, 7, 7, 9, 8, 6, 8, 9]",10,6,9,8,10.000000,"[9, 2, 1, 7, 0, 5, 6, 3, 4, 8]",1607.318000,"{9: 8, 2: 6, 1: 8, 7: 7, 0: 7, 5: 9, 6: 8, 3: 6, 4: 8, 8: 9}",3.024800,0.001000,"['1', '5', '9', '6', '4', '7', '8']","['1', '5', '9', '6', '4', '7', '8']",227920.000000,"[('1', 15), ('4', 8), ('5', 8), ('6', 6), ('7', 9), ('8', 15), ('9', 15)]",76,76,"[7, 9, 2, 6, 1, 5, 0, 3, 4, 8]",False,['Some bins are overfilled; '],0.150000,2,0.075800,0.015200,1,227920.000000,20.000000,187.380000,243678.370000,2380.630000,15758.370000,20.540000,4567.000000,4567.000000,0.018182,110,839,7709.741592,6,6
32,bpp_3_10,510,10,"[5, 7, 6]",3,5,7,2,3.000000,"[2, 0, 1]",623.569000,"{2: 5, 0: 7, 1: 6}",0.250000,0.020134,"['1', '2', '0']","['1', '2', '0']",81060.000000,"[('0', 5), ('1', 6), ('2', 7)]",18,18,"[0, 2, 1]",True,[],0.150000,2,0.100000,0.020000,1,81060.000000,20.000000,40.520000,96818.370000,2474.630000,15758.370000,20.540000,1374.000000,1374.000000,0.000000,12,15,250.577927,6,6
33,bpp_4_10,510,10,"[6, 8, 5, 4]",4,4,8,3,3.000000,"[0, 1, 2, 0]",877.678000,"{0: 10, 1: 8, 2: 5}",0.061500,0.001828,"['1', '0', '3']","['1', '0', '3']",148000.000000,"[('0', 9), ('1', 6), ('3', 8)]",23,23,"[2, 3, 0, 1]",True,[],0.150000,2,0.138900,0.027800,1,148000.000000,20.000000,107.460000,163757.970000,1963.030000,15757.970000,20.540000,2097.000000,2097.000000,0.000000,20,33,378.370285,6,6
34,bpp_5_10,510,10,"[6, 9, 4, 8, 4]",5,4,9,4,4.000000,"[0, 3, 4, 2, 0]",891.785000,"{0: 10, 3: 9, 4: 4, 2: 8}",0.044900,0.001053,"['2', '0', '3', '4']","['2', '0', '3', '4']",98160.000000,"[('0', 8), ('2', 9), ('3', 6), ('4', 8)]",31,31,"[2, 4, 1, 0, 3]",True,[],0.150000,2,0.138900,0.027800,1,98160.000000,20.000000,57.620000,113916.770000,3142.230000,15756.770000,20.540000,2421.000000,2421.000000,0.000000,30,71,684.261322,6,6
35,bpp_6_10,510,10,"[4, 5, 8, 9, 8, 6]",6,4,9,4,5.000000,"[5, 2, 0, 4, 1, 5]",829.428000,"{5: 10, 2: 5, 0: 8, 4: 9, 1: 8}",0.083800,0.001000,"['1', '5', '3', '2', '4']","['1', '5', '3', '2', '4']",95920.000000,"[('1', 8), ('2', 9), ('3', 8), ('4', 9), ('5', 6)]",40,40,"[4, 0, 1, 2, 3, 5]",True,[],0.150000,2,0.138900,0.027800,1,95920.000000,20.000000,55.380000,111678.370000,3081.630000,15758.370000,20.540000,1110.000000,1110.000000,0.000000,42,125,1848.459244,6,6
36,bpp_7_10,510,10,"[8, 6, 8, 4, 9, 9, 8]",7,4,9,6,6.000000,"[5, 0, 6, 0, 1, 3, 4]",922.790000,"{5: 8, 0: 10, 6: 8, 1: 9, 3: 9, 4: 8}",0.178000,0.001000,"['1', '5', '3', '6', '2', '4']","['1', '5', '3', '6', '2', '4']",167500.000000,"[('1', 9), ('2', 8), ('3', 9), ('4', 8), ('5', 8), ('6', 10)]",52,52,"[4, 2, 5, 6, 0, 1, 3]",True,[],0.150000,2,0.138900,0.027800,1,167500.000000,20.000000,126.960000,183257.570000,2300.430000,15757.570000,20.540000,1136.000000,1136.000000,0.000000,56,227,3112.077713,6,6
37,bpp_8_10,510,10,"[8, 9, 7, 8, 4, 4, 8, 5]",8,4,9,6,7.000000,"[6, 0, 4, 3, 1, 5, 7, 1]",1161.496000,"{6: 8, 0: 9, 4: 7, 3: 8, 1: 9, 5: 4, 7: 8}",0.773700,0.001000,"['1', '5', '3', '6', '2', '4', '0']","['1', '5', '3', '6', '2', '4', '0']",188660.000000,"[('0', 5), ('1', 9), ('2', 8), ('3', 8), ('4', 8), ('5', 4), ('6', 11)]",53,53,"[7, 1, 0, 3, 6, 4, 2, 5]",False,['Some bins are overfilled; '],0.150000,2,0.138900,0.027800,1,188660.000000,20.000000,148.120000,204419.970000,3021.030000,15759.970000,20.540000,2640.000000,2640.000000,0.000000,72,368,2197.742462,6,6
38,bpp_9_10,510,10,"[5, 9, 9, 8, 6, 7, 4, 9, 5]",9,4,9,7,7.000000,"[5, 6, 0, 8, 7, 1, 7, 2, 5]",2793.828000,"{5: 10, 6: 9, 0: 9, 8: 8, 7: 10, 1: 7, 2: 9}",1.050800,0.001000,"['1', '5', '3', '6', '2', '4', '8']","['1', '5', '3', '6', '2', '4', '8']",157060.000000,"[('1', 9), ('2', 10), ('3', 13), ('4', 8), ('5', 9), ('6', 7), ('8', 6)]",62,62,"[1, 0, 8, 2, 6, 3, 7, 5, 4]",False,['Some bins are overfilled; '],0.150000,2,0.138900,0.027800,1,157060.000000,20.000000,116.520000,172818.770000,3292.230000,15758.770000,20.540000,2408.000000,2408.000000,0.000000,90,567,5578.279495,6,6
